page,paragraph,image_name
420,404 | Appendix:   Python Language Essentials,
421,all of them up-front and storing them in a (potentially very large) list. This snippet sums all numbers from 0 to 9999 that are multiples of 3 or 5:,
421,sum = 0 for i in xrange(10000):     # % is the modulo operator     if x % 3 == 0 or x % 5 == 0:         sum += i,
421,"In Python 3,  range  always returns an iterator, and thus it is not necessary to use the  xrange  function",
421,Ternary Expressions,
421,A  ternary expression  in Python allows you combine an  if-else  block which produces a value into a single line or expression. The syntax for this in Python is,
421,value =  true-expr  if condition else false-expr,
421,"Here,  true-expr  and  false-expr  can be any Python expressions. It has the identical effect as the more verbose",
421,if  condition :     value =  true-expr else:     value =  false-expr,
421,This is a more concrete example:,
421,In [354]: x = 5,
421,In [355]: 'Non-negative' if x >= 0 else 'Negative' Out[355]: 'Non-negative',
421,"As with  if-else  blocks, only one of the expressions will be evaluated. While it may be tempting to always use ternary expressions to condense your code, realize that you may sacrifice readability if the condition as well and the true and false expressions are very complex.",
421,Data Structures and Sequences,
421,"Python’s data structures are simple, but powerful. Mastering their use is a critical part of becoming a proficient Python programmer.",
421,Data Structures and Sequences | 405,
422,Tuple,
422,"A tuple is a one-dimensional, fixed-length,  immutable  sequence of Python objects. The easiest way to create one is with a comma-separated sequence of values:",
422,"In [356]: tup = 4, 5, 6",
422,"In [357]: tup Out[357]: (4, 5, 6)",
422,"When defining tuples in more complicated expressions, it’s often necessary to enclose the values in parentheses, as in this example of creating a tuple of tuples:",
422,"In [358]: nested_tup = (4, 5, 6), (7, 8)",
422,"In [359]: nested_tup Out[359]: ((4, 5, 6), (7, 8))",
422,Any sequence or iterator can be converted to a tuple by invoking  tuple :,
422,"In [360]: tuple([4, 0, 2]) Out[360]: (4, 0, 2)",
422,In [361]: tup = tuple('string'),
422,"In [362]: tup Out[362]: ('s', 't', 'r', 'i', 'n', 'g')",
422,"Elements can be accessed with square brackets  []  as with most other sequence types. Like C, C++, Java, and many other languages, sequences are 0-indexed in Python:",
422,In [363]: tup[0] Out[363]: 's',
422,"While the objects stored in a tuple may be mutable themselves, once created it’s not possible to modify which object is stored in each slot:",
422,"In [364]: tup = tuple(['foo', [1, 2], True])",
422,In [365]: tup[2] = False --------------------------------------------------------------------------- TypeError                                 Traceback (most recent call last) <ipython-input-365-c7308343b841> in <module>() ----> 1 tup[2] = False TypeError: 'tuple' object does not support item assignment,
422,# however In [366]: tup[1].append(3),
422,"In [367]: tup Out[367]: ('foo', [1, 2, 3], True)",
422,Tuples can be concatenated using the  +  operator to produce longer tuples:,
422,"In [368]: (4, None, 'foo') + (6, 0) + ('bar',) Out[368]: (4, None, 'foo', 6, 0, 'bar')",
422,406 | Appendix:   Python Language Essentials,
423,"Multiplying a tuple by an integer, as with lists, has the effect of concatenating together that many copies of the tuple.",
423,"In [369]: ('foo', 'bar') * 4 Out[369]: ('foo', 'bar', 'foo', 'bar', 'foo', 'bar', 'foo', 'bar')",
423,"Note that the objects themselves are not copied, only the references to them.",
423,Unpacking tuples,
423,"If you try to  assign  to a tuple-like expression of variables, Python will attempt to  un- pack  the value on the right-hand side of the equals sign:",
423,"In [370]: tup = (4, 5, 6)",
423,"In [371]: a, b, c = tup",
423,In [372]: b Out[372]: 5,
423,Even sequences with nested tuples can be unpacked:,
423,"In [373]: tup = 4, 5, (6, 7)",
423,"In [374]: a, b, (c, d) = tup",
423,In [375]: d Out[375]: 7,
423,"Using this functionality it’s easy to swap variable names, a task which in many lan- guages might look like:",
423,tmp = a a = b b = tmp,
423,"b, a = a, b",
423,One of the most common uses of variable unpacking when iterating over sequences of tuples or lists:,
423,"seq = [(1, 2, 3), (4, 5, 6), (7, 8, 9)] for a, b, c in seq:     pass",
423,Another common use is for returning multiple values from a function. More on this later.,
423,Tuple methods,
423,"Since the size and contents of a tuple cannot be modified, it is very light on instance methods. One particularly useful one (also available on lists) is  count , which counts the number of occurrences of a value:",
423,"In [376]: a = (1, 2, 2, 2, 3, 4, 2)",
423,Data Structures and Sequences | 407,
424,In [377]: a.count(2) Out[377]: 4,
424,List,
424,"In contrast with tuples, lists are variable-length and their contents can be modified. They can be defined using square brackets  []  or using the  list  type function:",
424,"In [378]: a_list = [2, 3, 7, None]",
424,"In [379]: tup = ('foo', 'bar', 'baz')",
424,"In [380]: b_list = list(tup)        In [381]: b_list                                                    Out[381]: ['foo', 'bar', 'baz']                                                                     In [382]: b_list[1] = 'peekaboo'    In [383]: b_list                                                         Out[383]: ['foo', 'peekaboo', 'baz']",
424,Lists and tuples are semantically similar as one-dimensional sequences of objects and thus can be used interchangeably in many functions.,
424,Adding and removing elements,
424,Elements can be appended to the end of the list with the  append  method:,
424,In [384]: b_list.append('dwarf'),
424,"In [385]: b_list Out[385]: ['foo', 'peekaboo', 'baz', 'dwarf']",
424,Using  insert  you can insert an element at a specific location in the list:,
424,"In [386]: b_list.insert(1, 'red')",
424,"In [387]: b_list Out[387]: ['foo', 'red', 'peekaboo', 'baz', 'dwarf']",
424,insert  is computationally expensive compared with  append  as references to subsequent elements have to be shifted internally to make room for the new element.,
424,"The inverse operation to  insert  is  pop , which removes and returns an element at a particular index:",
424,In [388]: b_list.pop(2) Out[388]: 'peekaboo',
424,"In [389]: b_list Out[389]: ['foo', 'red', 'baz', 'dwarf']",
424,"Elements can be removed by value using  remove , which locates the first such value and removes it from the last:",
424,408 | Appendix:   Python Language Essentials,
425,In [390]: b_list.append('foo'),
425,In [391]: b_list.remove('foo'),
425,"In [392]: b_list Out[392]: ['red', 'baz', 'dwarf', 'foo']",
425,"If performance is not a concern, by using  append  and  remove , a Python list can be used as a perfectly suitable “multi-set” data structure.",
425,You can check if a list contains a value using the  in  keyword:,
425,In [393]: 'dwarf' in b_list Out[393]: True,
425,"Note that checking whether a list contains a value is a lot slower than dicts and sets as Python makes a linear scan across the values of the list, whereas the others (based on hash tables) can make the check in constant time.",
425,Concatenating and combining lists,
425,"Similar to tuples, adding two lists together with  +  concatenates them:",
425,"In [394]: [4, None, 'foo'] + [7, 8, (2, 3)] Out[394]: [4, None, 'foo', 7, 8, (2, 3)]",
425,"If you have a list already defined, you can append multiple elements to it using the  extend  method:",
425,"In [395]: x = [4, None, 'foo']",
425,"In [396]: x.extend([7, 8, (2, 3)])",
425,"In [397]: x Out[397]: [4, None, 'foo', 7, 8, (2, 3)]",
425,"Note that list concatenation is a compartively expensive operation since a new list must be created and the objects copied over. Using  extend  to append elements to an existing list, especially if you are building up a large list, is usually preferable. Thus,",
425,everything = [] for chunk in list_of_lists:     everything.extend(chunk),
425,is faster than than the concatenative alternative,
425,everything = [] for chunk in list_of_lists:     everything = everything + chunk,
425,Sorting,
425,A list can be sorted in-place (without creating a new object) by calling its  sort  function:,
425,"In [398]: a = [7, 2, 5, 1, 3]",
425,Data Structures and Sequences | 409,
426,In [399]: a.sort(),
426,"In [400]: a Out[400]: [1, 2, 3, 5, 7]",
426,"sort  has a few options that will occasionally come in handy. One is the ability to pass a secondary  sort key , i.e. a function that produces a value to use to sort the objects. For example, we could sort a collection of strings by their lengths:",
426,"In [401]: b = ['saw', 'small', 'He', 'foxes', 'six']",
426,In [402]: b.sort(key=len),
426,"In [403]: b Out[403]: ['He', 'saw', 'six', 'small', 'foxes']",
426,Binary search and maintaining a sorted list,
426,"The built-in  bisect  module implements binary-search and insertion into a sorted list. bisect.bisect  finds the location where an element should be inserted to keep it sorted, while  bisect.insort  actually inserts the element into that location:",
426,In [404]: import bisect,
426,"In [405]: c = [1, 2, 2, 2, 3, 4, 7]",
426,"In [406]: bisect.bisect(c, 2)        In [407]: bisect.bisect(c, 5) Out[406]: 4                          Out[407]: 6                                                                                      In [408]: bisect.insort(c, 6)",
426,"In [409]: c Out[409]: [1, 2, 2, 2, 3, 4, 6, 7]",
426,"The  bisect  module functions do not check whether the list is sorted as doing so would be computationally expensive. Thus, using them with an unsorted list will succeed without error but may lead to incorrect results.",
426,Slicing,
426,"You can select sections of list-like types (arrays, tuples, NumPy arrays) by using slice notation, which in its basic form consists of  start:stop  passed to the indexing operator [] :",
426,"In [410]: seq = [7, 2, 3, 7, 5, 6, 0, 1]",
426,"In [411]: seq[1:5] Out[411]: [2, 3, 7, 5]",
426,Slices can also be assigned to with a sequence:,
426,"In [412]: seq[3:4] = [6, 3]",
426,410 | Appendix:   Python Language Essentials,
427,"In [413]: seq Out[413]: [7, 2, 3, 6, 3, 5, 6, 0, 1]",
427,"While element at the  start  index is included, the  stop  index is not included, so that the number of elements in the result is  stop - start .",
427,"Either the  start  or  stop  can be omitted in which case they default to the start of the sequence and the end of the sequence, respectively:",
427,"In [414]: seq[:5]                In [415]: seq[3:]            Out[414]: [7, 2, 3, 6, 3]        Out[415]: [6, 3, 5, 6, 0, 1]",
427,Negative indices slice the sequence relative to the end:,
427,"In [416]: seq[-4:]            In [417]: seq[-6:-2]   Out[416]: [5, 6, 0, 1]        Out[417]: [6, 3, 5, 6]",
427,"Slicing semantics takes a bit of getting used to, especially if you’re coming from R or MATLAB. See  Figure A-2  for a helpful illustrating of slicing with positive and negative integers.",
427,"A  step  can also be used after a second colon to, say, take every other element:",
427,"In [418]: seq[::2] Out[418]: [7, 3, 3, 6, 1]",
427,A clever use of this is to pass  -1  which has the useful effect of reversing a list or tuple:,
427,"In [419]: seq[::-1] Out[419]: [1, 0, 6, 5, 3, 6, 3, 2, 7]",
427,Figure A-2. Illustration of Python slicing conventions,
427,Built-in Sequence Functions,
427,Python has a handful of useful sequence functions that you should familiarize yourself with and use at any opportunity.,
427,Data Structures and Sequences | 411,
428,enumerate,
428,It’s common when iterating over a sequence to want to keep track of the index of the current item. A do-it-yourself approach would look like:,
428,i = 0 for value in collection:    # do something with value    i += 1,
428,"Since this is so common, Python has a built-in function  enumerate  which returns a sequence of  (i, value)  tuples:",
428,"for i, value in enumerate(collection):    # do something with value",
428,"When indexing data, a useful pattern that uses  enumerate  is computing a  dict  mapping the values of a sequence (which are assumed to be unique) to their locations in the sequence:",
428,"In [420]: some_list = ['foo', 'bar', 'baz']",
428,"In [421]: mapping = dict((v, i) for i, v in enumerate(some_list))",
428,"In [422]: mapping Out[422]: {'bar': 1, 'baz': 2, 'foo': 0}",
428,sorted,
428,The  sorted  function returns a new sorted list from the elements of any sequence:,
428,"In [423]: sorted([7, 1, 2, 6, 0, 3, 2]) Out[423]: [0, 1, 2, 2, 3, 6, 7]",
428,"In [424]: sorted('horse race') Out[424]: [' ', 'a', 'c', 'e', 'e', 'h', 'o', 'r', 'r', 's']",
428,A common pattern for getting a sorted list of the unique elements in a sequence is to combine  sorted  with  set :,
428,"In [425]: sorted(set('this is just some string')) Out[425]: [' ', 'e', 'g', 'h', 'i', 'j', 'm', 'n', 'o', 'r', 's', 't', 'u']",
428,zip,
428,"zip  “pairs” up the elements of a number of lists, tuples, or other sequences, to create a list of tuples:",
428,"In [426]: seq1 = ['foo', 'bar', 'baz']",
428,"In [427]: seq2 = ['one', 'two', 'three']",
428,"In [428]: zip(seq1, seq2) Out[428]: [('foo', 'one'), ('bar', 'two'), ('baz', 'three')]",
428,412 | Appendix:   Python Language Essentials,
429,"zip  can take an arbitrary number of sequences, and the number of elements it produces is determined by the  shortest  sequence:",
429,"In [429]: seq3 = [False, True]",
429,"In [430]: zip(seq1, seq2, seq3) Out[430]: [('foo', 'one', False), ('bar', 'two', True)]",
429,"A very common use of  zip  is for simultaneously iterating over multiple sequences, possibly also combined with  enumerate :",
429,"In [431]: for i, (a, b) in enumerate(zip(seq1, seq2)):    .....:     print('%d: %s, %s' % (i, a, b))    .....: 0: foo, one 1: bar, two 2: baz, three",
429,"Given a “zipped” sequence,  zip  can be applied in a clever way to “unzip” the sequence. Another way to think about this is converting a list of  rows  into a list of  columns . The syntax, which looks a bit magical, is:",
429,"In [432]: pitchers = [('Nolan', 'Ryan'), ('Roger', 'Clemens'),    .....:             ('Schilling', 'Curt')]",
429,"In [433]: first_names, last_names = zip(*pitchers)",
429,"In [434]: first_names Out[434]: ('Nolan', 'Roger', 'Schilling')",
429,"In [435]: last_names Out[435]: ('Ryan', 'Clemens', 'Curt')",
429,We’ll look in more detail at the use of  *  in a function call. It is equivalent to the fol- lowing:,
429,"zip(seq[0], seq[1], ..., seq[len(seq) - 1])",
429,reversed,
429,reversed  iterates over the elements of a sequence in reverse order:,
429,"In [436]: list(reversed(range(10))) Out[436]: [9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",
429,Dict,
429,"dict  is likely the most important built-in Python data structure. A more common name for it is  hash map  or  associative array . It is a flexibly-sized collection of  key-value  pairs, where  key  and  value  are Python objects. One way to create one is by using curly braces  {}  and using colons to separate keys and values:",
429,In [437]: empty_dict = {},
429,"In [438]: d1 = {'a' : 'some value', 'b' : [1, 2, 3, 4]}",
429,Data Structures and Sequences | 413,
430,"In [439]: d1 Out[439]: {'a': 'some value', 'b': [1, 2, 3, 4]}",
430,Elements can be accessed and inserted or set using the same syntax as accessing ele- ments of a list or tuple:,
430,In [440]: d1[7] = 'an integer',
430,"In [441]: d1 Out[441]: {7: 'an integer', 'a': 'some value', 'b': [1, 2, 3, 4]}",
430,"In [442]: d1['b'] Out[442]: [1, 2, 3, 4]",
430,You can check if a dict contains a key using the same syntax as with checking whether a list or tuple contains a value:,
430,In [443]: 'b' in d1 Out[443]: True,
430,Values can be deleted either using the  del  keyword or the  pop  method (which simulta- neously returns the value and deletes the key):,
430,In [444]: d1[5] = 'some value',
430,In [445]: d1['dummy'] = 'another value',
430,In [446]: del d1[5],
430,In [447]: ret = d1.pop('dummy')        In [448]: ret                                                    Out[448]: 'another value',
430,"The  keys  and  values  method give you lists of the keys and values, respectively. While the key-value pairs are not in any particular order, these functions output the keys and values in the same order:",
430,"In [449]: d1.keys()            In [450]: d1.values()                                Out[449]: ['a', 'b', 7]        Out[450]: ['some value', [1, 2, 3, 4], 'an integer']",
430,"If you’re using Python 3,  dict.keys()  and  dict.values()  are iterators instead of lists.",
430,One dict can be merged into another using the  update  method:,
430,"In [451]: d1.update({'b' : 'foo', 'c' : 12})",
430,"In [452]: d1 Out[452]: {7: 'an integer', 'a': 'some value', 'b': 'foo', 'c': 12}",
430,414 | Appendix:   Python Language Essentials,
431,Creating dicts from sequences,
431,"It’s common to occasionally end up with two sequences that you want to pair up ele- ment-wise in a dict. As a first cut, you might write code like this:",
431,"mapping = {} for key, value in zip(key_list, value_list):     mapping[key] = value",
431,"Since a dict is essentially a collection of 2-tuples, it should be no shock that the  dict type function accepts a list of 2-tuples:",
431,"In [453]: mapping = dict(zip(range(5), reversed(range(5))))",
431,"In [454]: mapping Out[454]: {0: 4, 1: 3, 2: 2, 3: 1, 4: 0}",
431,"In a later section we’ll talk about  dict comprehensions , another elegant way to construct dicts.",
431,Default values,
431,It’s very common to have logic like:,
431,if key in some_dict:     value = some_dict[key] else:     value = default_value,
431,"Thus, the dict methods  get  and  pop  can take a default value to be returned, so that the above  if-else  block can be written simply as:",
431,"value = some_dict.get(key, default_value)",
431,"get  by default will return  None  if the key is not present, while  pop  will raise an exception. With  setting  values, a common case is for the values in a dict to be other collections, like lists. For example, you could imagine categorizing a list of words by their first letters as a dict of lists:",
431,"In [455]: words = ['apple', 'bat', 'bar', 'atom', 'book']",
431,In [456]: by_letter = {},
431,In [457]: for word in words:    .....:     letter = word[0]    .....:     if letter not in by_letter:    .....:         by_letter[letter] = [word]    .....:     else:    .....:         by_letter[letter].append(word)    .....:,
431,"In [458]: by_letter Out[458]: {'a': ['apple', 'atom'], 'b': ['bat', 'bar', 'book']}",
431,The  setdefault  dict method is for precisely this purpose. The  if-else  block above can be rewritten as:,
431,Data Structures and Sequences | 415,
432,"by_letter.setdefault(letter, []).append(word)",
432,"The built-in  collections  module has a useful class,  defaultdict , which makes this even easier. One is created by passing a type or function for generating the default value for each slot in the dict:",
432,from collections import defaultdict by_letter = defaultdict(list) for word in words:     by_letter[word[0]].append(word),
432,"The initializer to  defaultdict  only needs to be a callable object (e.g. any function), not necessarily a type. Thus, if you wanted the default value to be 4 you could pass a function returning 4",
432,counts = defaultdict(lambda: 4),
432,Valid dict key types,
432,"While the values of a dict can be any Python object, the keys have to be immutable objects like scalar types (int, float, string) or tuples (all the objects in the tuple need to be immutable, too). The technical term here is  hashability . You can check whether an object is hashable (can be used as a key in a dict) with the  hash  function:",
432,In [459]: hash('string') Out[459]: -9167918882415130555,
432,"In [460]: hash((1, 2, (2, 3))) Out[460]: 1097636502276347782",
432,"In [461]: hash((1, 2, [2, 3])) # fails because lists are mutable --------------------------------------------------------------------------- TypeError                                 Traceback (most recent call last) <ipython-input-461-800cd14ba8be> in <module>() ----> 1 hash((1, 2, [2, 3])) # fails because lists are mutable TypeError: unhashable type: 'list'",
432,"To use a list as a key, an easy fix is to convert it to a tuple:",
432,In [462]: d = {},
432,"In [463]: d[tuple([1, 2, 3])] = 5",
432,"In [464]: d Out[464]: {(1, 2, 3): 5}",
432,Set,
432,"A set is an unordered collection of unique elements. You can think of them like dicts, but keys only, no values. A set can be created in two ways: via the  set  function or using a  set literal  with curly braces:",
432,"In [465]: set([2, 2, 2, 1, 3, 3]) Out[465]: set([1, 2, 3])",
432,416 | Appendix:   Python Language Essentials,
433,"In [466]: {2, 2, 2, 1, 3, 3} Out[466]: set([1, 2, 3])",
433,"Sets support mathematical  set operations  like union, intersection, difference, and sym- metric difference. See  Table A-3  for a list of commonly used set methods.",
433,"In [467]: a = {1, 2, 3, 4, 5}",
433,"In [468]: b = {3, 4, 5, 6, 7, 8}",
433,"In [469]: a | b  # union (or) Out[469]: set([1, 2, 3, 4, 5, 6, 7, 8])",
433,"In [470]: a & b  # intersection (and) Out[470]: set([3, 4, 5])",
433,"In [471]: a - b  # difference Out[471]: set([1, 2])",
433,"In [472]: a ^ b  # symmetric difference (xor) Out[472]: set([1, 2, 6, 7, 8])",
433,You can also check if a set is a subset of (is contained in) or a superset of (contains all elements of) another set:,
433,"In [473]: a_set = {1, 2, 3, 4, 5}",
433,"In [474]: {1, 2, 3}.issubset(a_set) Out[474]: True",
433,"In [475]: a_set.issuperset({1, 2, 3}) Out[475]: True",
433,"As you might guess, sets are equal if their contents are equal:",
433,"In [476]: {1, 2, 3} == {3, 2, 1} Out[476]: True",
433,Table A-3. Python Set Operations,
433,Function Alternate Syntax Description,
433,a.add(x) N/A Add element  x  to the set  a,
433,a.remove(x) N/A Remove element  x  from the set  a,
433,a.union(b) a | b All of the unique elements in  a  and  b .,
433,a.intersection(b) a & b All of the elements in  both    a  and  b .,
433,a.difference(b) a - b The elements in  a  that are not in  b .,
433,a.symmetric_difference(b) a ^ b All of the elements in  a  or  b  but  not both .,
433,a.issubset(b) N/A True  if the elements of  a  are all contained in  b .,
433,a.issuperset(b) N/A True  if the elements of  b  are all contained in  a .,
433,a.isdisjoint(b) N/A True  if  a  and  b  have no elements in common.,
433,Data Structures and Sequences | 417,
434,"List, Set, and Dict Comprehensions",
434,List comprehensions  are one of the most-loved Python language features. They allow you to concisely form a new list by filtering the elements of a collection and transforming the elements passing the filter in one conscise expression. They take the basic form:,
434,[ expr  for val in collection if  condition ],
434,This is equivalent to the following  for  loop:,
434,result = [] for val in collection:     if  condition :         result.append( expr ),
434,"The filter condition can be omitted, leaving only the expression. For example, given a list of strings, we could filter out strings with length 2 or less and also convert them to uppercase like this:",
434,"In [477]: strings = ['a', 'as', 'bat', 'car', 'dove', 'python']",
434,"In [478]: [x.upper() for x in strings if len(x) > 2] Out[478]: ['BAT', 'CAR', 'DOVE', 'PYTHON']",
434,"Set and dict comprehensions are a natural extension, producing sets and dicts in a idiomatically similar way instead of lists. A dict comprehension looks like this:",
434,dict_comp = { key-expr  :  value-expr  for value in collection              if  condition },
434,A set comprehension looks like the equivalent list comprehension except with curly braces instead of square brackets:,
434,set_comp = { expr  for value in collection if  condition },
434,"Like list comprehensions, set and dict comprehensions are just syntactic sugar, but they similarly can make code both easier to write and read. Consider the list of strings above. Suppose we wanted a set containing just the lengths of the strings contained in the collection; this could be easily computed using a set comprehension:",
434,In [479]: unique_lengths = {len(x) for x in strings},
434,"In [480]: unique_lengths Out[480]: set([1, 2, 3, 4, 6])",
434,"As a simple dict comprehension example, we could create a lookup map of these strings to their locations in the list:",
434,"In [481]: loc_mapping = {val : index for index, val in enumerate(strings)}",
434,"In [482]: loc_mapping Out[482]: {'a': 0, 'as': 1, 'bat': 2, 'car': 3, 'dove': 4, 'python': 5}",
434,Note that this dict could be equivalently constructed by:,
434,"loc_mapping = dict((val, idx) for idx, val in enumerate(strings)}",
434,418 | Appendix:   Python Language Essentials,
435,The dict comprehension version is shorter and cleaner in my opinion.,
435,Dict and set comprehensions were added to Python fairly recently in Python 2.7 and Python 3.1+.,
435,Nested list comprehensions,
435,Suppose we have a list of lists containing some boy and girl names:,
435,"In [483]: all_data = [['Tom', 'Billy', 'Jefferson', 'Andrew', 'Wesley', 'Steven', 'Joe'],    .....:             ['Susie', 'Casey', 'Jill', 'Ana', 'Eva', 'Jennifer', 'Stephanie']]",
435,"You might have gotten these names from a couple of files and decided to keep the boy and girl names separate. Now, suppose we wanted to get a single list containing all names with two or more  e ’s in them. We could certainly do this with a simple  for  loop:",
435,names_of_interest = [] for names in all_data:     enough_es = [name for name in names if name.count('e') > 2]     names_of_interest.extend(enough_es),
435,"You can actually wrap this whole operation up in a single  nested list comprehension , which will look like:",
435,In [484]: result = [name for names in all_data for name in names    .....:           if name.count('e') >= 2],
435,"In [485]: result Out[485]: ['Jefferson', 'Wesley', 'Steven', 'Jennifer', 'Stephanie']",
435,"At first, nested list comprehensions are a bit hard to wrap your head around. The  for parts of the list comprehension are arranged according to the order of nesting, and any filter condition is put at the end as before. Here is another example where we “flatten” a list of tuples of integers into a simple list of integers:",
435,"In [486]: some_tuples = [(1, 2, 3), (4, 5, 6), (7, 8, 9)]",
435,In [487]: flattened = [x for tup in some_tuples for x in tup],
435,"In [488]: flattened Out[488]: [1, 2, 3, 4, 5, 6, 7, 8, 9]",
435,Keep in mind that the order of the  for  expressions would be the same if you wrote a nested  for  loop instead of a list comprehension:,
435,flattened = [],
435,for tup in some_tuples:     for x in tup:         flattened.append(x),
435,Data Structures and Sequences | 419,
436,"You can have arbitrarily many levels of nesting, though if you have more than two or three levels of nesting you should probably start to question your data structure design. It’s important to distinguish the above syntax from a list comprehension inside a list comprehension, which is also perfectly valid:",
436,In [229]: [[x for x in tup] for tup in some_tuples],
436,Functions,
436,"Functions are the primary and most important method of code organization and reuse in Python. There may not be such a thing as having too many functions. In fact, I would argue that most programmers doing data analysis don’t write enough functions! As you have likely inferred from prior examples, functions are declared using the  def  keyword and returned from using the  return  keyword:",
436,"def my_function(x, y, z=1.5):     if z > 1:         return z * (x + y)     else:         return z / (x + y)",
436,"There is no issue with having multiple  return  statements. If the end of a function is reached without encountering a  return  statement,  None  is returned.",
436,"Each function can have some number of  positional  arguments and some number of  keyword  arguments. Keyword arguments are most commonly used to specify default values or optional arguments. In the above function,  x  and  y  are positional arguments while  z  is a keyword argument. This means that it can be called in either of these equivalent ways:",
436,"my_function(5, 6, z=0.7) my_function(3.14, 7, 3.5)",
436,The main restriction on function arguments it that the keyword arguments  must  follow the positional arguments (if any). You can specify keyword arguments in any order; this frees you from having to remember which order the function arguments were specified in and only what their names are.,
436,"Namespaces, Scope, and Local Functions",
436,"Functions can access variables in two different scopes:  global  and  local . An alternate and more descriptive name describing a variable scope in Python is a  namespace . Any variables that are assigned within a function by default are assigned to the local name- space. The local namespace is created when the function is called and immediately populated by the function’s arguments. After the function is finished, the local name- space is destroyed (with some exceptions, see section on closures below). Consider the following function:",
436,420 | Appendix:   Python Language Essentials,
437,def func():     a = []     for i in range(5):         a.append(i),
437,"Upon calling  func() , the empty list  a  is created, 5 elements are appended, then  a  is destroyed when the function exits. Suppose instead we had declared  a",
437,a = [] def func():     for i in range(5):         a.append(i),
437,"Assigning global variables within a function is possible, but those variables must be declared as global using the  global  keyword:",
437,In [489]: a = None,
437,In [490]: def bind_a_variable():    .....:     global a    .....:     a = []    .....: bind_a_variable()    .....:,
437,In [491]: print a [],
437,"I generally discourage people from using the  global  keyword frequently. Typically global variables are used to store some kind of state in a sys- tem. If you find yourself using a lot of them, it’s probably a sign that some object-oriented programming (using classes) is in order.",
437,"Functions can be declared anywhere, and there is no problem with having  local  func- tions that are dynamically created when a function is called:",
437,"def outer_function(x, y, z):     def inner_function(a, b, c):         pass     pass",
437,"In the above code, the  inner_function  will not exist until  outer_function  is called. As soon as  outer_function  is done executing, the  inner_function  is destroyed.",
437,"Nested inner functions can access the local namespace of the enclosing function, but they cannot bind new variables in it. I’ll talk a bit more about this in the section on closures.",
437,"In a strict sense, all functions are local to some scope, that scope may just be the module level scope.",
437,Functions | 421,
438,Returning Multiple Values,
438,"When I first programmed in Python after having programmed in Java and C++, one of my favorite features was the ability to return multiple values from a function. Here’s a simple example:",
438,"def f():     a = 5     b = 6     c = 7     return a, b, c",
438,"a, b, c = f()",
438,"In data analysis and other scientific applications, you will likely find yourself doing this very often as many functions may have multiple outputs, whether those are data struc- tures or other auxiliary data computed inside the function. If you think about tuple packing and unpacking from earlier in this chapter, you may realize that what’s hap- pening here is that the function is actually just returning  one  object, namely a tuple, which is then being unpacked into the result variables. In the above example, we could have done instead:",
438,return_value = f(),
438,"In this case,  return_value  would be, as you may guess, a 3-tuple with the three returned variables. A potentially attractive alternative to returning multiple values like above might be to return a dict instead:",
438,"def f():     a = 5     b = 6     c = 7     return {'a' : a, 'b' : b, 'c' : c}",
438,Functions Are Objects,
438,"Since Python functions are objects, many constructs can be easily expressed that are difficult to do in other languages. Suppose we were doing some data cleaning and needed to apply a bunch of transformations to the following list of strings:",
438,"states = ['   Alabama ', 'Georgia!', 'Georgia', 'georgia', 'FlOrIda',           'south   carolina##', 'West virginia?']",
438,"Anyone who has ever worked with user-submitted survey data can expect messy results like these. Lots of things need to happen to make this list of strings uniform and ready for analysis: whitespace stripping, removing punctuation symbols, and proper capital- ization. As a first pass, we might write some code like:",
438,import re  # Regular expression module,
438,def clean_strings(strings):     result = [],
438,422 | Appendix:   Python Language Essentials,
439,"    for value in strings:         value = value.strip()         value = re.sub('[!#?]', '', value) # remove punctuation         value = value.title()         result.append(value)     return result",
439,The result looks like this:,
439,"In [15]: clean_strings(states) Out[15]: ['Alabama',  'Georgia',  'Georgia',  'Georgia',  'Florida',  'South Carolina',  'West Virginia']",
439,An alternate approach that you may find useful is to make a list of the operations you want to apply to a particular set of strings:,
439,"def remove_punctuation(value):     return re.sub('[!#?]', '', value)",
439,"clean_ops = [str.strip, remove_punctuation, str.title]",
439,"def clean_strings(strings, ops):     result = []     for value in strings:         for function in ops:             value = function(value)         result.append(value)     return result",
439,Then we have,
439,"In [22]: clean_strings(states, clean_ops) Out[22]: ['Alabama',  'Georgia',  'Georgia',  'Georgia',  'Florida',  'South Carolina',  'West Virginia']",
439,A more  functional  pattern like this enables you to easily modify how the strings are transformed at a very high level. The  clean_strings  function is also now more reusable!,
439,"You can naturally use functions as arguments to other functions like the built-in  map function, which applies a function to a collection of some kind:",
439,"In [23]: map(remove_punctuation, states) Out[23]: ['   Alabama ',  'Georgia',",
439,Functions | 423,
440," 'Georgia',  'georgia',  'FlOrIda',  'south   carolina',  'West virginia']",
440,Anonymous (lambda) Functions,
440,"Python has support for so-called  anonymous  or  lambda  functions, which are really just simple functions consisting of a single statement, the result of which is the return value. They are defined using the  lambda  keyword, which has no meaning other than “we are declaring an anonymous function.”",
440,def short_function(x):     return x * 2,
440,equiv_anon = lambda x: x * 2,
440,"I usually refer to these as lambda functions in the rest of the book. They are especially convenient in data analysis because, as you’ll see, there are many cases where data transformation functions will take functions as arguments. It’s often less typing (and clearer) to pass a lambda function as opposed to writing a full-out function declaration or even assigning the lambda function to a local variable. For example, consider this silly example:",
